id,name,label
Compound::DB00376,Trihexyphenidyl,Compound
Compound::DB00381,Amlodipine,Compound
Compound::DB00384,Triamterene,Compound
Compound::DB00385,Valrubicin,Compound
Compound::DB00387,Procyclidine,Compound
Compound::DB00390,Digoxin,Compound
Compound::DB00394,Beclomethasone,Compound
Compound::DB00396,Progesterone,Compound
Compound::DB00397,Phenylpropanolamine,Compound
Compound::DB00398,Sorafenib,Compound
Compound::DB00399,Zoledronate,Compound
Compound::DB00401,Nisoldipine,Compound
Compound::DB00402,Eszopiclone,Compound
Compound::DB00404,Alprazolam,Compound
Compound::DB00408,Loxapine,Compound
Compound::DB00411,Carbachol,Compound
Compound::DB00412,Rosiglitazone,Compound
Compound::DB00413,Pramipexole,Compound
Compound::DB00421,Spironolactone,Compound
Compound::DB00422,Methylphenidate,Compound
Compound::DB00424,Hyoscyamine,Compound
Compound::DB00425,Zolpidem,Compound
Compound::DB00427,Triprolidine,Compound
Compound::DB00433,Prochlorperazine,Compound
Compound::DB00434,Cyproheptadine,Compound
Compound::DB00436,Bendroflumethiazide,Compound
Compound::DB00437,Allopurinol,Compound
Compound::DB00441,Gemcitabine,Compound
Compound::DB00442,Entecavir,Compound
Compound::DB00443,Betamethasone,Compound
Compound::DB00444,Teniposide,Compound
Compound::DB00445,Epirubicin,Compound
Compound::DB00449,Dipivefrin,Compound
Compound::DB00451,Levothyroxine,Compound
Compound::DB00455,Loratadine,Compound
Compound::DB00457,Prazosin,Compound
Compound::DB00458,Imipramine,Compound
Compound::DB00459,Acitretin,Compound
Compound::DB00461,Nabumetone,Compound
Compound::DB00468,Quinine,Compound
Compound::DB00471,Montelukast,Compound
Compound::DB00472,Fluoxetine,Compound
Compound::DB00475,Chlordiazepoxide,Compound
Compound::DB00476,Duloxetine,Compound
Compound::DB00477,Chlorpromazine,Compound
Compound::DB00480,Lenalidomide,Compound
Compound::DB00481,Raloxifene,Compound
Compound::DB00482,Celecoxib,Compound
Compound::DB00484,Brimonidine,Compound
Compound::DB00488,Altretamine,Compound
Compound::DB00490,Buspirone,Compound
Compound::DB00491,Miglitol,Compound
Compound::DB00492,Fosinopril,Compound
Compound::DB00494,Entacapone,Compound
Compound::DB00495,Zidovudine,Compound
Compound::DB00499,Flutamide,Compound
Compound::DB00500,Tolmetin,Compound
Compound::DB00501,Cimetidine,Compound
Compound::DB00502,Haloperidol,Compound
Compound::DB00503,Ritonavir,Compound
Compound::DB00509,Dextrothyroxine,Compound
Compound::DB00514,Dextromethorphan,Compound
Compound::DB00515,Cisplatin,Compound
Compound::DB00519,Trandolapril,Compound
Compound::DB00521,Carteolol,Compound
Compound::DB00523,Alitretinoin,Compound
Compound::DB00524,Metolazone,Compound
Compound::DB00530,Erlotinib,Compound
Compound::DB00537,Ciprofloxacin,Compound
Compound::DB00539,Toremifene,Compound
Compound::DB00540,Nortriptyline,Compound
Compound::DB00541,Vincristine,Compound
Compound::DB00542,Benazepril,Compound
Compound::DB00544,Fluorouracil,Compound
Compound::DB00549,Zafirlukast,Compound
Compound::DB00550,Propylthiouracil,Compound
Compound::DB00552,Pentostatin,Compound
Compound::DB00553,Methoxsalen,Compound
Compound::DB00554,Piroxicam,Compound
Compound::DB00555,Lamotrigine,Compound
Compound::DB00563,Methotrexate,Compound
Compound::DB00564,Carbamazepine,Compound
Compound::DB00570,Vinblastine,Compound
Compound::DB00571,Propranolol,Compound
Compound::DB00572,Atropine,Compound
Compound::DB00573,Fenoprofen,Compound
Compound::DB00575,Clonidine,Compound
Compound::DB00584,Enalapril,Compound
Compound::DB00586,Diclofenac,Compound
Compound::DB00588,Fluticasone Propionate,Compound
Compound::DB00590,Doxazosin,Compound
Compound::DB00591,Fluocinolone Acetonide,Compound
Compound::DB00594,Amiloride,Compound
Compound::DB00598,Labetalol,Compound
Compound::DB00600,Monobenzone,Compound
Compound::DB00603,Medroxyprogesterone Acetate,Compound
Compound::DB00605,Sulindac,Compound
Compound::DB00619,Imatinib,Compound
Compound::DB00620,Triamcinolone,Compound
Compound::DB00621,Oxandrolone,Compound
Compound::DB00622,Nicardipine,Compound
Compound::DB00623,Fluphenazine,Compound
Compound::DB00624,Testosterone,Compound
Compound::DB00625,Efavirenz,Compound
Compound::DB00627,Niacin,Compound
Compound::DB00629,Guanabenz,Compound
Compound::DB00630,Alendronate,Compound
Compound::DB00631,Clofarabine,Compound
Compound::DB00635,Prednisone,Compound
Compound::DB00641,Simvastatin,Compound
Compound::DB00642,Pemetrexed,Compound
Compound::DB00649,Stavudine,Compound
Compound::DB00651,Dyphylline,Compound
Compound::DB00654,Latanoprost,Compound
Compound::DB00655,Estrone,Compound
Compound::DB00656,Trazodone,Compound
Compound::DB00657,Mecamylamine,Compound
Compound::DB00659,Acamprosate,Compound
Compound::DB00661,Verapamil,Compound
Compound::DB00665,Nilutamide,Compound
Compound::DB00668,Epinephrine,Compound
Compound::DB00669,Sumatriptan,Compound
Compound::DB00672,Chlorpropamide,Compound
Compound::DB00673,Aprepitant,Compound
Compound::DB00674,Galantamine,Compound
Compound::DB00675,Tamoxifen,Compound
Compound::DB00678,Losartan,Compound
Compound::DB00679,Thioridazine,Compound
Compound::DB00683,Midazolam,Compound
Compound::DB00687,Fludrocortisone,Compound
Compound::DB00688,Mycophenolate mofetil,Compound
Compound::DB00691,Moexipril,Compound
Compound::DB00692,Phentolamine,Compound
Compound::DB00694,Daunorubicin,Compound
Compound::DB00695,Furosemide,Compound
Compound::DB00696,Ergotamine,Compound
Compound::DB00697,Tizanidine,Compound
Compound::DB00700,Eplerenone,Compound
Compound::DB00701,Amprenavir,Compound
Compound::DB00703,Methazolamide,Compound
Compound::DB00704,Naltrexone,Compound
Compound::DB00705,Delavirdine,Compound
Compound::DB00706,Tamsulosin,Compound
Compound::DB00707,Porfimer,Compound
Compound::DB00709,Lamivudine,Compound
Compound::DB00710,Ibandronate,Compound
Compound::DB00712,Flurbiprofen,Compound
Compound::DB00714,Apomorphine,Compound
Compound::DB00715,Paroxetine,Compound
Compound::DB00716,Nedocromil,Compound
Compound::DB00717,Norethindrone,Compound
Compound::DB00718,Adefovir Dipivoxil,Compound
Compound::DB00722,Lisinopril,Compound
Compound::DB00724,Imiquimod,Compound
Compound::DB00727,Nitroglycerin,Compound
Compound::DB00731,Nateglinide,Compound
Compound::DB00734,Risperidone,Compound
Compound::DB00736,Esomeprazole,Compound
Compound::DB00740,Riluzole,Compound
Compound::DB00741,Hydrocortisone,Compound
Compound::DB00742,Mannitol,Compound
Compound::DB00744,Zileuton,Compound
Compound::DB00745,Modafinil,Compound
Compound::DB00746,Deferoxamine,Compound
Compound::DB00749,Etodolac,Compound
Compound::DB00755,Tretinoin,Compound
Compound::DB00758,Clopidogrel,Compound
Compound::DB00762,Irinotecan,Compound
Compound::DB00763,Methimazole,Compound
Compound::DB00764,Mometasone,Compound
Compound::DB00768,Olopatadine,Compound
Compound::DB00773,Etoposide,Compound
Compound::DB00774,Hydroflumethiazide,Compound
Compound::DB00775,Tirofiban,Compound
Compound::DB00776,Oxcarbazepine,Compound
Compound::DB00782,Propantheline,Compound
Compound::DB00783,Estradiol,Compound
Compound::DB00788,Naproxen,Compound
Compound::DB00790,Perindopril,Compound
Compound::DB00794,Primidone,Compound
Compound::DB00795,Sulfasalazine,Compound
Compound::DB00796,Candesartan,Compound
Compound::DB00797,Tolazoline,Compound
Compound::DB00799,Tazarotene,Compound
Compound::DB00800,Fenoldopam,Compound
Compound::DB00806,Pentoxifylline,Compound
Compound::DB00808,Indapamide,Compound
Compound::DB00810,Biperiden,Compound
Compound::DB00813,Fentanyl,Compound
Compound::DB00814,Meloxicam,Compound
Compound::DB00816,Orciprenaline,Compound
Compound::DB00818,Propofol,Compound
Compound::DB00819,Acetazolamide,Compound
Compound::DB00820,Tadalafil,Compound
Compound::DB00822,Disulfiram,Compound
Compound::DB00829,Diazepam,Compound
Compound::DB00831,Trifluoperazine,Compound
Compound::DB00839,Tolazamide,Compound
Compound::DB00843,Donepezil,Compound
Compound::DB00850,Perphenazine,Compound
Compound::DB00851,Dacarbazine,Compound
Compound::DB00852,Pseudoephedrine,Compound
Compound::DB00853,Temozolomide,Compound
Compound::DB00859,Penicillamine,Compound
Compound::DB00860,Prednisolone,Compound
Compound::DB00861,Diflunisal,Compound
Compound::DB00864,Tacrolimus,Compound
Compound::DB00865,Benzphetamine,Compound
Compound::DB00869,Dorzolamide,Compound
Compound::DB00871,Terbutaline,Compound
Compound::DB00876,Eprosartan,Compound
Compound::DB00880,Chlorothiazide,Compound
Compound::DB00881,Quinapril,Compound
Compound::DB00882,Clomifene,Compound
Compound::DB00883,Isosorbide Dinitrate,Compound
Compound::DB00884,Risedronate,Compound
Compound::DB00887,Bumetanide,Compound
Compound::DB00888,Mechlorethamine,Compound
Compound::DB00900,Didanosine,Compound
Compound::DB00903,Ethacrynic acid,Compound
Compound::DB00904,Ondansetron,Compound
Compound::DB00905,Bimatoprost,Compound
Compound::DB00906,Tiagabine,Compound
Compound::DB00908,Quinidine,Compound
Compound::DB00909,Zonisamide,Compound
Compound::DB00910,Paricalcitol,Compound
Compound::DB00912,Repaglinide,Compound
Compound::DB00915,Amantadine,Compound
Compound::DB00918,Almotriptan,Compound
Compound::DB00920,Ketotifen,Compound
Compound::DB00924,Cyclobenzaprine,Compound
Compound::DB00933,Mesoridazine,Compound
Compound::DB00934,Maprotiline,Compound
Compound::DB00935,Oxymetazoline,Compound
Compound::DB00936,Salicylic acid,Compound
Compound::DB00937,Diethylpropion,Compound
Compound::DB00938,Salmeterol,Compound
Compound::DB00945,Acetylsalicylic acid,Compound
Compound::DB00947,Fulvestrant,Compound
Compound::DB00949,Felbamate,Compound
Compound::DB00952,Naratriptan,Compound
Compound::DB00953,Rizatriptan,Compound
Compound::DB00958,Carboplatin,Compound
Compound::DB00959,Methylprednisolone,Compound
Compound::DB00960,Pindolol,Compound
Compound::DB00964,Apraclonidine,Compound
Compound::DB00966,Telmisartan,Compound
Compound::DB00967,Desloratadine,Compound
Compound::DB00968,Methyldopa,Compound
Compound::DB00970,Dactinomycin,Compound
Compound::DB00973,Ezetimibe,Compound
Compound::DB00975,Dipyridamole,Compound
Compound::DB00977,Ethinyl Estradiol,Compound
Compound::DB00980,Ramelteon,Compound
Compound::DB00981,Physostigmine,Compound
Compound::DB00982,Isotretinoin,Compound
Compound::DB00983,Formoterol,Compound
Compound::DB00985,Dimenhydrinate,Compound
Compound::DB00987,Cytarabine,Compound
Compound::DB00989,Rivastigmine,Compound
Compound::DB00990,Exemestane,Compound
Compound::DB00991,Oxaprozin,Compound
Compound::DB00993,Azathioprine,Compound
Compound::DB00995,Auranofin,Compound
Compound::DB00996,Gabapentin,Compound
Compound::DB00997,Doxorubicin,Compound
Compound::DB00998,Frovatriptan,Compound
Compound::DB00999,Hydrochlorothiazide,Compound
Compound::DB01001,Salbutamol,Compound
Compound::DB01003,Cromoglicic acid,Compound
Compound::DB01005,Hydroxyurea,Compound
Compound::DB01006,Letrozole,Compound
Compound::DB01008,Busulfan,Compound
Compound::DB01009,Ketoprofen,Compound
Compound::DB01012,Cinacalcet,Compound
Compound::DB01013,Clobetasol propionate,Compound
Compound::DB01014,Balsalazide,Compound
Compound::DB01016,Glyburide,Compound
Compound::DB01018,Guanfacine,Compound
Compound::DB01020,Isosorbide Mononitrate,Compound
Compound::DB01023,Felodipine,Compound
Compound::DB01024,Mycophenolic acid,Compound
Compound::DB01029,Irbesartan,Compound
Compound::DB01030,Topotecan,Compound
Compound::DB01032,Probenecid,Compound
Compound::DB01033,Mercaptopurine,Compound
Compound::DB01036,Tolterodine,Compound
Compound::DB01037,Selegiline,Compound
Compound::DB01039,Fenofibrate,Compound
Compound::DB01041,Thalidomide,Compound
Compound::DB01042,Melphalan,Compound
Compound::DB01043,Memantine,Compound
Compound::DB01045,Rifampicin,Compound
Compound::DB01047,Fluocinonide,Compound
Compound::DB01048,Abacavir,Compound
Compound::DB01050,Ibuprofen,Compound
Compound::DB01057,Echothiophate,Compound
Compound::DB01063,Acetophenazine,Compound
Compound::DB01064,Isoprenaline,Compound
Compound::DB01067,Glipizide,Compound
Compound::DB01068,Clonazepam,Compound
Compound::DB01073,Fludarabine,Compound
Compound::DB01075,Diphenhydramine,Compound
Compound::DB01076,Atorvastatin,Compound
Compound::DB01077,Etidronic acid,Compound
Compound::DB01080,Vigabatrin,Compound
Compound::DB01083,Orlistat,Compound
Compound::DB01085,Pilocarpine,Compound
Compound::DB01097,Leflunomide,Compound
Compound::DB01098,Rosuvastatin,Compound
Compound::DB01100,Pimozide,Compound
Compound::DB01101,Capecitabine,Compound
Compound::DB01104,Sertraline,Compound
Compound::DB01105,Sibutramine,Compound
Compound::DB01115,Nifedipine,Compound
Compound::DB01119,Diazoxide,Compound
Compound::DB01120,Gliclazide,Compound
Compound::DB01124,Tolbutamide,Compound
Compound::DB01128,Bicalutamide,Compound
Compound::DB01131,Proguanil,Compound
Compound::DB01132,Pioglitazone,Compound
Compound::DB01133,Tiludronate,Compound
Compound::DB01136,Carvedilol,Compound
Compound::DB01137,Levofloxacin,Compound
Compound::DB01142,Doxepin,Compound
Compound::DB01144,Diclofenamide,Compound
Compound::DB01149,Nefazodone,Compound
Compound::DB01151,Desipramine,Compound
Compound::DB01156,Bupropion,Compound
Compound::DB01162,Terazosin,Compound
Compound::DB01165,Ofloxacin,Compound
Compound::DB01166,Cilostazol,Compound
Compound::DB01168,Procarbazine,Compound
Compound::DB01170,Guanethidine,Compound
Compound::DB01173,Orphenadrine,Compound
Compound::DB01174,Phenobarbital,Compound
Compound::DB01175,Escitalopram,Compound
Compound::DB01177,Idarubicin,Compound
Compound::DB01181,Ifosfamide,Compound
Compound::DB01185,Fluoxymesterone,Compound
Compound::DB01186,Pergolide,Compound
Compound::DB01190,Clindamycin,Compound
Compound::DB01193,Acebutolol,Compound
Compound::DB01194,Brinzolamide,Compound
Compound::DB01196,Estramustine,Compound
Compound::DB01197,Captopril,Compound
Compound::DB01198,Zopiclone,Compound
Compound::DB01200,Bromocriptine,Compound
Compound::DB01202,Levetiracetam,Compound
Compound::DB01203,Nadolol,Compound
Compound::DB01204,Mitoxantrone,Compound
Compound::DB01206,Lomustine,Compound
Compound::DB01210,Levobunolol,Compound
Compound::DB01214,Metipranolol,Compound
Compound::DB01217,Anastrozole,Compound
Compound::DB01219,Dantrolene,Compound
Compound::DB01222,Budesonide,Compound
Compound::DB01223,Aminophylline,Compound
Compound::DB01224,Quetiapine,Compound
Compound::DB01229,Paclitaxel,Compound
Compound::DB01232,Saquinavir,Compound
Compound::DB01233,Metoclopramide,Compound
Compound::DB01234,Dexamethasone,Compound
Compound::DB01235,L-DOPA,Compound
Compound::DB01238,Aripiprazole,Compound
Compound::DB01240,Epoprostenol,Compound
Compound::DB01241,Gemfibrozil,Compound
Compound::DB01242,Clomipramine,Compound
Compound::DB01244,Bepridil,Compound
Compound::DB01247,Isocarboxazid,Compound
Compound::DB01248,Docetaxel,Compound
Compound::DB01250,Olsalazine,Compound
Compound::DB01254,Dasatinib,Compound
Compound::DB01255,Lisdexamfetamine,Compound
Compound::DB01259,Lapatinib,Compound
Compound::DB01260,Desonide,Compound
Compound::DB01261,Sitagliptin,Compound
Compound::DB01265,Telbivudine,Compound
Compound::DB01267,Paliperidone,Compound
Compound::DB01268,Sunitinib,Compound
Compound::DB01273,Varenicline,Compound
Compound::DB01274,Arformoterol,Compound
Compound::DB01275,Hydralazine,Compound
Compound::DB01280,Nelarabine,Compound
Compound::DB01291,Pirbuterol,Compound
Compound::DB01296,Glucosamine,Compound
Compound::DB01320,Fosphenytoin,Compound
Compound::DB01346,Quinidine barbiturate,Compound
Compound::DB01351,Amobarbital,Compound
Compound::DB01356,Lithium,Compound
Compound::DB01359,Penbutolol,Compound
Compound::DB01364,Ephedrine,Compound
Compound::DB01367,Rasagiline,Compound
Compound::DB01394,Colchicine,Compound
Compound::DB01395,Drospirenone,Compound
Compound::DB01397,Magnesium salicylate,Compound
Compound::DB01398,Salicylate-sodium,Compound
Compound::DB01399,Salsalate,Compound
Compound::DB01401,Trisalicylate-choline,Compound
Compound::DB01409,Tiotropium,Compound
Compound::DB01410,Ciclesonide,Compound
Compound::DB01420,Testosterone Propionate,Compound
Compound::DB01427,Amrinone,Compound
Compound::DB01435,Antipyrine,Compound
Compound::DB01440,Gamma Hydroxybutyric Acid,Compound
Compound::DB01576,Dextroamphetamine,Compound
Compound::DB01577,Methamphetamine,Compound
Compound::DB01579,Phendimetrazine,Compound
Compound::DB01583,Liotrix,Compound
Compound::DB01586,Ursodeoxycholic acid,Compound
Compound::DB01589,Quazepam,Compound
Compound::DB01590,Everolimus,Compound
Compound::DB01591,Solifenacin,Compound
Compound::DB01601,Lopinavir,Compound
Compound::DB01623,Thiothixene,Compound
Compound::DB01656,Roflumilast,Compound
Compound::DB02300,Calcipotriol,Compound
Compound::DB02546,Vorinostat,Compound
Compound::DB04572,Thiotepa,Compound
Compound::DB04574,Estropipate,Compound
Compound::DB04845,Ixabepilone,Compound
Compound::DB04861,Nebivolol,Compound
Compound::DB04868,Nilotinib,Compound
Compound::DB05039,Indacaterol,Compound
Compound::DB05271,Rotigotine,Compound
Compound::DB05294,Vandetanib,Compound
Compound::DB05389,WF10,Compound
Compound::DB05812,Abiraterone,Compound
Compound::DB06151,Acetylcysteine,Compound
Compound::DB06201,Rufinamide,Compound
Compound::DB06218,Lacosamide,Compound
Compound::DB06287,Temsirolimus,Compound
Compound::DB06589,Pazopanib,Compound
Compound::DB06637,Dalfampridine,Compound
Compound::DB06684,Vilazodone,Compound
Compound::DB06697,Artemether,Compound
Compound::DB06699,Degarelix,Compound
Compound::DB06710,Methyltestosterone,Compound
Compound::DB06772,Cabazitaxel,Compound
Compound::DB06777,Chenodeoxycholic acid,Compound
Compound::DB08816,Ticagrelor,Compound
Compound::DB08828,Vismodegib,Compound
Compound::DB08860,Pitavastatin,Compound
Compound::DB08865,Crizotinib,Compound
Compound::DB08866,Estradiol valerate/Dienogest,Compound
Compound::DB08868,Fingolimod,Compound
Compound::DB08871,Eribulin,Compound
Compound::DB08877,Ruxolitinib,Compound
Compound::DB08881,Vemurafenib,Compound
Compound::DB08882,Linagliptin,Compound
Compound::DB08906,Fluticasone furoate,Compound
Disease::DOID:0050156,idiopathic pulmonary fibrosis,Disease
Disease::DOID:0050425,restless legs syndrome,Disease
Disease::DOID:0050741,alcohol dependence,Disease
Disease::DOID:0050742,nicotine dependence,Disease
Disease::DOID:0060073,lymphatic system cancer,Disease
Disease::DOID:0060119,pharynx cancer,Disease
Disease::DOID:10021,duodenum cancer,Disease
Disease::DOID:10153,ileum cancer,Disease
Disease::DOID:1024,leprosy,Disease
Disease::DOID:10283,prostate cancer,Disease
Disease::DOID:10534,stomach cancer,Disease
Disease::DOID:10608,celiac disease,Disease
Disease::DOID:10652,Alzheimer's disease,Disease
Disease::DOID:10763,hypertension,Disease
Disease::DOID:10871,age related macular degeneration,Disease
Disease::DOID:1094,attention deficit hyperactivity disorder,Disease
Disease::DOID:10941,intracranial aneurysm,Disease
Disease::DOID:10976,membranous glomerulonephritis,Disease
Disease::DOID:11054,urinary bladder cancer,Disease
Disease::DOID:11119,Gilles de la Tourette syndrome,Disease
Disease::DOID:1115,sarcoma,Disease
Disease::DOID:11239,appendix cancer,Disease
Disease::DOID:11476,osteoporosis,Disease
Disease::DOID:11555,Fuchs' endothelial dystrophy,Disease
Disease::DOID:11612,polycystic ovary syndrome,Disease
Disease::DOID:11615,penile cancer,Disease
Disease::DOID:11714,gestational diabetes,Disease
Disease::DOID:11819,ureter cancer,Disease
Disease::DOID:119,vaginal cancer,Disease
Disease::DOID:1192,peripheral nervous system neoplasm,Disease
Disease::DOID:11920,tracheal cancer,Disease
Disease::DOID:11934,head and neck cancer,Disease
Disease::DOID:11949,Creutzfeldt-Jakob disease,Disease
Disease::DOID:12185,otosclerosis,Disease
Disease::DOID:12236,primary biliary cirrhosis,Disease
Disease::DOID:12306,vitiligo,Disease
Disease::DOID:12361,Graves' disease,Disease
Disease::DOID:12365,malaria,Disease
Disease::DOID:1245,vulva cancer,Disease
Disease::DOID:12849,autistic disorder,Disease
Disease::DOID:12930,dilated cardiomyopathy,Disease
Disease::DOID:12995,conduct disorder,Disease
Disease::DOID:1312,focal segmental glomerulosclerosis,Disease
Disease::DOID:13189,gout,Disease
Disease::DOID:1319,brain cancer,Disease
Disease::DOID:13223,uterine fibroid,Disease
Disease::DOID:1324,lung cancer,Disease
Disease::DOID:13241,Behcet's disease,Disease
Disease::DOID:13378,Kawasaki disease,Disease
Disease::DOID:13499,jejunal cancer,Disease
Disease::DOID:14004,thoracic aortic aneurysm,Disease
Disease::DOID:14221,metabolic syndrome X,Disease
Disease::DOID:14227,azoospermia,Disease
Disease::DOID:14268,sclerosing cholangitis,Disease
Disease::DOID:14330,Parkinson's disease,Disease
Disease::DOID:1459,hypothyroidism,Disease
Disease::DOID:1595,endogenous depression,Disease
Disease::DOID:1612,breast cancer,Disease
Disease::DOID:1686,glaucoma,Disease
Disease::DOID:1725,peritoneum cancer,Disease
Disease::DOID:175,vascular cancer,Disease
Disease::DOID:1781,thyroid cancer,Disease
Disease::DOID:1790,malignant mesothelioma,Disease
Disease::DOID:1793,pancreatic cancer,Disease
Disease::DOID:1826,epilepsy syndrome,Disease
Disease::DOID:184,bone cancer,Disease
Disease::DOID:1909,melanoma,Disease
Disease::DOID:1936,atherosclerosis,Disease
Disease::DOID:1964,fallopian tube cancer,Disease
Disease::DOID:1993,rectum cancer,Disease
Disease::DOID:2043,hepatitis B,Disease
Disease::DOID:216,dental caries,Disease
Disease::DOID:2174,ocular cancer,Disease
Disease::DOID:219,colon cancer,Disease
Disease::DOID:2355,anemia,Disease
Disease::DOID:2377,multiple sclerosis,Disease
Disease::DOID:2394,ovarian cancer,Disease
Disease::DOID:2531,hematologic cancer,Disease
Disease::DOID:2596,larynx cancer,Disease
Disease::DOID:263,kidney cancer,Disease
Disease::DOID:2841,asthma,Disease
Disease::DOID:2986,IgA glomerulonephritis,Disease
Disease::DOID:2994,germ cell cancer,Disease
Disease::DOID:2998,testicular cancer,Disease
Disease::DOID:3070,malignant glioma,Disease
Disease::DOID:3083,chronic obstructive pulmonary disease,Disease
Disease::DOID:3121,gallbladder cancer,Disease
Disease::DOID:3277,thymus cancer,Disease
Disease::DOID:3310,atopic dermatitis,Disease
Disease::DOID:3312,bipolar disorder,Disease
Disease::DOID:332,amyotrophic lateral sclerosis,Disease
Disease::DOID:3393,coronary artery disease,Disease
Disease::DOID:3565,meningioma,Disease
Disease::DOID:3571,liver cancer,Disease
Disease::DOID:363,uterine cancer,Disease
Disease::DOID:3953,adrenal gland cancer,Disease
Disease::DOID:4045,muscle cancer,Disease
Disease::DOID:4159,skin cancer,Disease
Disease::DOID:418,systemic scleroderma,Disease
Disease::DOID:4362,cervical cancer,Disease
Disease::DOID:4481,allergic rhinitis,Disease
Disease::DOID:4606,bile duct cancer,Disease
Disease::DOID:4989,pancreatitis,Disease
Disease::DOID:5041,esophageal cancer,Disease
Disease::DOID:5408,Paget's disease of bone,Disease
Disease::DOID:5419,schizophrenia,Disease
Disease::DOID:5559,mediastinal cancer,Disease
Disease::DOID:5612,spinal cancer,Disease
Disease::DOID:585,nephrolithiasis,Disease
Disease::DOID:5875,retroperitoneal cancer,Disease
Disease::DOID:594,panic disorder,Disease
Disease::DOID:635,acquired immunodeficiency syndrome,Disease
Disease::DOID:6364,migraine,Disease
Disease::DOID:7147,ankylosing spondylitis,Disease
Disease::DOID:7148,rheumatoid arthritis,Disease
Disease::DOID:7693,abdominal aortic aneurysm,Disease
Disease::DOID:784,chronic kidney failure,Disease
Disease::DOID:824,periodontitis,Disease
